text,entity,sentiment,konu,severity,bilet,musteri_hizmetleri,odeme,uygulama,passolig,passolig kart,diger,aksiyon,label
jekyll hyde muzakeresine blok sira koltuklarina bilet aldik bilet kategori olarak geciyordu ancak oturdugum yerde sahne tam olarak gozukmuyor verdigim paraya yazik oldu sahne sagdan soldan yanlari kapaliydi tam onumde bir direk vardi sahne dekoru vardi sahne tam ola,passo,olumsuz,diger,1,1,0,0,0,0,0,1,1,13
tarihli ankara teoman konserine bilet satin aldim kredi karti odeme yaptim ekstre ayrintilarinda harcamam elektrik dogalgaz sektorunden yapilmis gorunuyor konser bileti harcamasi nasil elektrik dogalgaz sektorunde gorunebilir hususta passo nun ciddi bir aciklama yapmasi,passo,olumsuz,diger,1,0,0,1,0,0,0,1,1,22
tarihindeki harbiye cemil topuzlu acik hava tiyatrosunda yapilacak olan tan tasci konserine adet bilet almistim fakat gun nisana katilma zorunlulugumuz olacak konsere gidemeyecegiz biletleri onceden aldigimiz icin denk gelecegini tahmin edemedik iade edebilmek icin telefonla aradi,passolig,olumsuz,iade,1,1,0,1,0,0,0,0,1,9
passo dan aldigimiz tan tasci konseri ilgili yazmak isterim kategoriden aldigimiz bilette onumuzdeki balkon nedeniyle ben bircok insan magdur oldu goruntu almak isteyenler nedeniyle seyirciler arasi tartisma yasandi marmaris amfi tiyatro kategoride numaralandirma bulunmuyor yerim,passo,olumsuz,diger,1,0,0,0,0,0,0,1,1,7
passo bileti devir yapamiyorum urun icin transfer islemine izin verilmemektedir hatasi aliyorum,passo,olumsuz,transfer,1,1,0,0,0,0,0,0,1,1
passolig sifremi giriyordum hesabiniz askiya alindi denildi sifremi unuttum dedim postama kac yolladim gelen bir mail yok lutfen yardim istiyorum turlu seyi denedim olmadi maclara gitmeyi dusunuyorum yardim talebimi sizlere sunuyorum,passolig,olumsuz,uygulama,2,1,0,0,1,1,0,0,1,38
eylul harbiye tan konserine bilet almaya calistim banka kere cekim yapti fakat hicbir sefer bilet vermedi paralarimin iadesini rica ediyorum passo kadar basarisiz bir mobile sistem kurdu kredi karti cekimi yapan bir sistem bilet vermiyorsa kendiliginden iptal etmeli paray,passo,olumsuz,iade,2,1,0,1,0,0,0,0,1,9
merhaba kusadasi altin guvercin antik tiyatrodaki tan tasci konseri icin kisilik biletim vardi konser tarihine kusadasi avm ye alinmis tarafima bir bilgi verilmemistir ben bilgiyi tan tascinin instagram hesabinda goruyorum magduriyetimin giderilmesini istiyorum lutfe,passo,olumsuz,cagri merkezi yetkinlik,1,0,1,0,0,0,0,0,1,2
tarihindeki kucukciftlik parkta yapilacak olan mor otesi konserine adet bilet almistim gecesi acil sehir disina cikacagim icin biletlerimin iptal iadesini icin mail atmistim bana olumsuz geri donus yaptilar kadar anlayissizlik olur biletlerin iptalini sozlesmeye ku,passo,olumsuz,iptal,1,1,1,0,0,0,0,1,1,33
paso web girdim olduysa bilmiyorum hesabiniz askiya alindi soylendi sonra sifre unut yapin soyledi ben yaptim mail hicbir aktivasyon gelmedi lutfen yardimci olur musunuz lutfen lutfen lutfen lutfen lutfen lutfen lutfen lutfen yardimci olur musunuz,passo,olumsuz,uygulama,1,0,0,0,1,0,0,0,1,4
eylul izmir teoman konseri icin kisilik bilet alacaktim koltuk secimi yaparken yanlislikla kisi sectigim icin adet biletimin iadesini istiyorum satin alirken iade edilemez bir uyari gormedim protokol bilet iptali yapilmasini istiyorum,passo,olumsuz,iade,1,1,0,0,0,0,0,0,1,1
passo com dan gokhan turkmen icin adet protokol kismindan bilet aldim konser iptal oldu ancak bilet iadem yapilmadi referans no telefonla ulastim donus yok bilet tutarimin acil kredi kartima yatirilmasini istiyorum lutfen donus yapilsin,passo,olumsuz,iade,1,1,0,1,0,0,0,0,1,9
passo uygulamasinda mem ararat ekim volkswagen arena konserine bilet alacagima yanlislikla adet bilet aldim tamamen sehven yapilmis bir islem passo ucret iadesi yapamayacagini soyledi boyle bir sacmalik olabilir mi sehven yapilmis bir islem iptal edilmesi gerekir,passo,olumsuz,iade,1,1,0,1,0,0,0,0,1,9
passo mobil uygulamasi site uzerinden kere denememe ragmen uygun sekilde sifre olusturmama ragmen sifremi yenileyemiyorum sebep nedir acil cozer misiniz acil bir sekilde donus bekliyorum uygulama tarayicidan defalarca denedim sebep anlamiyorum,passo,olumsuz,uygulama,1,1,0,0,1,0,0,0,1,10
passo fan bilet aldim konser tarihine cok var biletimin ucret iadesini yapamiyorum baslangicta hicbir sekilde iptal iade yapilamaz bir yazi gormedim iptal etmemin sebebi yakinim trafik kazasi gecirdi yuzden sehir disina gidecegim bileti iptal etmek istiyorum lutfen,passo,olumsuz,iptal,1,1,0,1,0,0,0,0,1,9
passo konser etkinlik biletimin iadesini istiyorum iletisim numarasini aradigimda kimseye ulasamiyorum saatlerdir sadece muzik dinliyorum iade iptal seceneginiz olmasin madem cevap vermeyeceksiniz telefon aramalarina gercekten cok sacma gereginin yapilmasini rica ediyorum,passo,olumsuz,iade,1,1,1,0,0,0,0,0,1,8
bilet iptali yapmak istiyorum musteri hizmetlerini ariyorum sadece telesekreter gorusuluyor dakikalardir bununla ugrasiyorum ayrica bilet satin almak icin siteye uye olmak zorunlugu hizmet bedellerinin cok yuksek olmasi vs cok cirkin bilet iptali yapmak ucret iadesi almak icin illa bur,passo,olumsuz,iptal,1,1,1,0,0,0,0,0,1,8
lil pump konseri organizator karari iptal edilmis olup ucreti hala yatirmadilar hesabima musteri hizmetlerine ulasmak imkansiz zaten ariyorum saat robot konusuyor durumdan sikayetciyim parayi yatirmayacaksiniz madem iptal ediyorsunuz,passo,olumsuz,genel,2,1,1,1,0,0,0,0,1,29
tarihli teoman konseri icin passo dan aldigim konser biletlerimin saglik problemimden dolayi iadesini istedim ilk iade icin aradigimda saglik sebebiyle doktor raporu mail gondermem istendi gondermeme ragmen adet otomatik cevap olumsuz sonuclandirdilar,passo,olumsuz,iade,1,1,1,0,0,0,0,0,1,8
isleminizi su anda gerceklestiremiyoruz hatasi veriyor kadar ugrassam yapamadin sifremi yeniledim yine olmadi sekilde isleminizi su anda gerceklestiremiyoruz diyor lutfen bir an once cozulsun maca gidecegim gidemiyorum bir an once cozulmesini sizden rica ediyorum,passo,olumsuz,uygulama,2,0,0,0,1,0,0,0,1,4
tan tasci konseri icin bilet almak istiyorum ancak uyeligimi onaylayacak mail bir turlu gelmiyor nasil uye olabilirim aktivasyon kodum gelmiyor farkli maillerle denedim olmuyor konuda lutfen yardimci olur musunuz bilet almak istiyorum lutfen,passo,olumsuz,uyelik,2,1,0,0,1,0,0,0,1,10
agustos tan tasci konseri icin iki kisilik bilet aldim annemin sagliksal problemlerinden dolayi ameliyat olmasi gerekti benimde ona refakatci olmak icin sehir disina cikmam gerekiyor fakat sitede iptal iade secenegi yok kadar sacma bir sey olamaz konsere gun var son dakika bir is,passo,olumsuz,iptal,1,1,0,0,0,0,0,0,1,1
agustos nilufer konserine esimle kendim icin passo uygulamasindan bilet aldim esim bugun bir kaza gecirdi merdivenden dustu dizinde ciddi bir odem oldu hastaneye gittik agustos taki konsere gidemeyecegiz bilet iptalini passo sitesinden yapamadim,passo,olumsuz,iptal,1,1,0,0,1,0,0,0,1,10
passo dan tarihindeki tan tasci konserine iki adet bilet aldim konsere neredeyse ay olmasina ragmen iade edemiyorum sitede iade kismi bulunmuyor umarim yardimci olurlar aksi halde tuketici hakem heyeti basvuruda bulunacagim,passo,olumsuz,iade,1,1,1,1,0,0,0,0,1,29
teki edis konserine aldigim bileti ameliyat sebebiyle iptal etmek istedigimi belirten bir mail attim ancak iade iptal olmadigina dair bir donus aldim biletimin iptal edilip sorunun cozulmesini istiyorum hizli bir sekilde donus yapilmasini bekliyorum,passo,olumsuz,iptal,1,1,0,0,0,0,0,0,1,1
merhaba temmuz cumartesi icin passodan almis oldugum konser biletim var aniden ortaya cikan saglik sorunum nedeniyle dinlenmem gerekiyor gidemeyecegim ucret iadesi yapilmadigi soylendi acil bir durumdan oturu oldugundan mecburum ucret iadesi talep ediyorum nasil cozebilirim,passo,olumsuz,iade,1,1,0,1,0,0,0,0,1,9
sabahtan beri tamino izmir arena konserine eczacibasi genc bilet almaya calisiyorum surekli ayni uyariyi veriyor sebebi nedir boyle bir uygulama gercekten var mi yoksa sadece adi mi var bileti giseden alamayacak kisiler icin online alabilme imkani sunsaniz keske ayni sorunu bende,passo,olumsuz,diger,1,1,0,0,1,0,0,1,1,40
agustos teoman konseri icin kisilik bilet aldim zorunlu egitim atandigi icin sehir disinda olacagim iadesi yapilamayacagi iletiliyor farkli bir konser icin hakkimi kullanmak ucret iadesi yapilmasi rica ediyorum internet sitenizde iade alakali bir ibarede bulunmuyor,passo,olumsuz,iade,1,1,0,0,0,0,0,0,1,1
passo dan yanlislikla gitmeyecegim bir etkinlik icin bilet satin aldim hemen ardindan aradim ancak kesinlikle iptal iade islemi yapmiyorlar boyle bir rezalet olamaz online islemde iptal iade yapilirken bunda nasil yapilmaz akil alir degil,passo,olumsuz,iade,1,1,0,0,0,0,0,0,1,1
passo uyeligim oldugu halde hicbir sebep yokken uyeligim askiya alindi sifremi unuttum yazdim yine aktivasyon kodu gelir gelmedi konser bileti almak icin kadar eziyet cekilmesi gercekten anlamsiz hicbir sekilde yardimci olunmuyor,passo,olumsuz,uyelik,2,1,0,0,1,0,0,0,1,10
passo dan agustos te olan soundscape icin bilet alamiyorum iki gundur deniyorum ancak bankadan gelen sifreyi girdikten sonra bir hatayla karsilasildi seklinde uyari aliyorum acilen cozulmesini sorunun kaynagiyla ilgili tarafima bilgi verilmesini istiyorum,passo,olumsuz,genel,1,0,0,0,1,0,0,0,1,4
saattir mobil uygulama passo com tr internet sitesi uzerinden konser bileti almaya calisiyorum hata veriyor ekte goruntuyu ekledim kart bilgilerimi giriyorum guvenlik sifresi geliyor telefonuma onu giriyorum sonrasinda hata cikiyor farkli tarayicilarda farkli kart,passo,olumsuz,uygulama,1,0,0,0,1,0,0,0,1,4
tamino eylul izmir konserine eczacibasi genc bilet alamiyorum tukendigine dair herhangi bir ibare yok kac tane genc bilet satiliyor yazmiyor internet siteniz hata veriyor bileti alirken site yenileniyor yazisi geliyor olmazsa tam alirken aradiginiz kategoriye koltuk bulunamadi,passo,olumsuz,genel,1,1,0,0,1,0,0,0,1,10
tamino konseri icin eczacibasi genc bilet tukenmemis olmasina ragmen kategoriye uygun koltuk bulunamadi uyarisini aldim genc haklarimizdan yararlanamiyoruz bilet tukenirse magduriyetimden passo sorumlu degil midir sorunu cozmenizi temenni ediyorum,passo,olumsuz,genel,1,1,0,0,1,0,0,0,1,10
temmuz saat acilan tamino izmir bileti icin eczacibasi genc bilet kampanya koduyla sepetime adet bileti eklememe ragmen sisteminizdeki yetersiz altyapi nedeniyle ayni hatayi aldim bileti alamadim boyle bir sirketin denli acemi bir altyapisi olmasina mi uzuleyim bileti,passo,olumsuz,genel,1,1,0,0,1,0,0,0,1,10
sabahtan beri tamino izmir arena konserine eczacibasi genc bilet almaya calisiyorum surekli ayni uyariyi veriyor sebebi nedir boyle bir uygulama gercekten var mi yoksa sadece adi mi var bileti giseden alamayacak kisiler icin online alabilme imkani sunsaniz keske,passo,olumsuz,genel,1,1,0,0,1,0,0,0,1,10
passo dan tan tasci kusadasi icin bilet aldim su an konserdeyim fakat benimle birlikte kisi ayaklandi oturma duzeni sitede oldugu degil koridor ustunde ustun iki altindayim bir ustumdeki kusura bilet almis ben kusura aldim ayrica sitede gorunen protokolun direkt ustu,passo,olumsuz,diger,1,1,0,0,0,0,0,1,1,13
tamino konseri icin eczacibasi genc bilet almaya calisiyorum basladi bilet satisi andan itibaren almaya calisiyorum kategoriye uygun koltuk bulunamadi ibaresi geliyor seferinde ancak konserde oturma duzeni yok ayakta etkinlik nasil oluyor koltuk bulunamiyor sinirli say,passo,olumsuz,genel,1,1,0,0,1,0,0,0,1,10
tamino konseri icin eczacibasi bilet almaya calisiyordum almaya calisirken isleminiz gerceklestirilemedi dedi sonra ayakta tam bilet aldim fakat biletlerime baktigimda eczacibasi tam bilet aldim tam bileti yanlislikla aldigim icin iade istedim fakat iade yapilmayacagini soylediler,passo,olumsuz,genel,1,1,0,0,1,0,0,0,1,10
saat dan beri baslayan iksv genc biletimi hala alamiyorum biletler satisa cikti fakat hala alamadim tukendigine dair herhangi bir ibare yok kac tane genc bilet satiliyor yazmiyor sabahtan beri bununla ugrasiyorum bile tam alacakken problem cikiyor internet siteniz hata,passo,olumsuz,genel,1,1,0,0,1,0,0,0,1,10
passo dan uzun suredir konser biletleri aliyorum ozellikle yabanci sanatcilari konser biletleri cok hizli tukendigi icin bilgisayarin basina saat once gecmeme ragmen passoya benim hesabimdan durduk yerde cikis yapiyor islem sirasinda eczacibasi bilet almaya calisirken sepette bilet olmamasi,passo,olumsuz,genel,1,1,0,0,1,0,0,0,1,10
tamino konseri icin bilet satislari basladigindan itibaren denedigim halde eczacibasi biletlerinde surekli uygun koltuk bulunamadi uyarisi aldim madem satmayacaksiniz boyle bir secenek koyuyorsunuz saniyeler icinde tukenemez herhalde,passo,olumsuz,genel,1,1,0,0,1,0,0,0,1,10
tamino ankara konseri icin arkadasim bilet alacagiz ikimiz yasindan kucuguz yanimizda ebeveyn olarak arkadasimin ablasi gelirse ikimiz konsere girebilir miyiz yoksa benim yanimda kendi velimi mi getirmem gerekiyor arkadasimin ablasi yeterli olur,passo,olumsuz,genel,1,1,0,0,1,0,0,0,1,10
merhaba cumartesi yalin konseri icin haftalar once adet bilet almistim ameliyat oldugum icin gidemeyecegim passoya iki mail attim hicbir sekilde iptal etmiyorlar iade alamiyorum magdurum su an biletleri iade etmem gerekiyor lutfen yardimci olun,passo,olumsuz,iade,2,1,0,0,0,0,0,0,1,1
passo dan tan tasci konseri icin bilet aldim konserin oldugu gun esim rahatsizlandi hastaneye gittik passo yu arayip hastalik durumundan konsere gidemeyecegimizi ileri tarihteki tan tasci konseri biletiyle degisimini istedim bana hastalik oldugundan degisim olacagini soylediler basvuru yaptim,passo,olumsuz,degisiklik,1,1,0,0,0,0,0,0,1,1
temmuz ajda pekkan bodrum konseri icin aldigim iki adet bilet agustos tarihine kesilmis tarihte ben yurt disinda olacagim icin biletimin iptalini rica ettim ancak iptal yapamayacaklarini baska bir ajda konserine degisim yapabilecegimi soylediler ben turkiye olmayacagim par,passo,olumsuz,iptal,1,1,0,0,0,0,0,0,1,1
passo uygulamasina uye olmak istiyorum fakat sifremi belirli kriterlere gore ayarladigim halde kabul etmiyor uygulama uzerinden arama motoru uzerinden giris yaptim olmadi yapmam gerekiyor bilet almak isterken sorun yasiyorum uye olmadan alinamiyor,passo,olumsuz,genel,1,1,0,0,1,0,0,0,1,10
passo mailine mail atmama aramama iletisim formunu doldurmama ragmen asla geri donus yapilmadi konser gun sonra ben temmuzdan beri iade icin ugrasiyorum mailde nedenini gayet acik belirtmistin acilen geri donus bekliyorum mail hesabim,passo,olumsuz,iade,1,1,1,0,0,0,0,0,1,8
bloka kisilik bilet aldim temmuz alanya funda arar konseri icin bilet almistim ancak temmuz antalya konserine bilet alimi yaptigimi fark ettim durumu fark ettikten sonra temmuzda passo sitesinden musteri hizmetlerinden hanim gorusup almis oldugum biletlerin funda ara,passo,olumsuz,cagri merkezi yetkinlik,1,1,1,0,0,0,0,0,1,8
passodan aldigim konser biletinin gununu degistirmek istiyorum mail attim yeni bilet alin eskisini iptal edelim dediler yazdigim maile bile donus yapilmiyor yeni bilet alip eski biletin nasil iptal edilecegini dair bir prosedur anlatilmiyor geri donus bekliyorum detayli yardimci olmaya niyetli,passo,olumsuz,cagri merkezi yetkinlik,1,1,1,0,0,0,0,0,1,8
datca bulunmam bodrum ulasim problemi yasamam sebebiyle aksamki kenan dogulu konserine gidemeyecegimi sanatcinin bir sonraki konserine degisim iptal yapmaniz talebinde bulundum cagri merkezinden defalarca yetkilerinin disinda oldugu soylenerek maile yonlendirildim hatirlatma maili,passo,olumsuz,cagri merkezi yetkinlik,1,1,1,0,0,0,0,0,1,8
passo uzerinden sihirbazlik muzesine bilet aldim biletin gununun degistirilemeyecegi soylendi ancak destek ekibi mail yoluyla bilet gununu degistirebildim sonrasinda biletimi iptal etmek istedigimi belirterek passo destek ekibine tekrar mail attim iptal olarak attigim maile kesinlikle donus,passo,olumsuz,cagri merkezi yetkinlik,1,1,1,0,0,0,0,0,1,8
passodan cigarettes after sex konseri icin bilet almistim yas siniri sonradan artmis bununla alakali bana mail gelmedi bilsem zaman iptal icin yazardim zaten mail attigimda para iadesi olmadigini yazmislar ancak gidemedigim bir konserin parasini odedim bilet ref no,passolig,olumsuz,iptal,1,1,1,0,0,0,0,0,1,8
temmuz tarihli tan tasci kusadasi altin guvercin amfi tiyatrosundaki adet biletim var fakat iptal etmek istiyorum calisma durumundan kaynakli iptal etmek istiyorum passo yardimci olmuyor mail attim iptal edilemiyor diyor yardimci olursaniz cok sevinirim simdiden cok tesekku,passo,olumsuz,iptal,1,1,0,0,0,0,0,0,1,1
mem arata konseri icin adet bilet aldim temmuz ayi icin passo tarafindan bilet tarihi agustos ertelendigi icin iptal ettim gundur iptal etmeme ragmen bilet ucreti yatmadi mail atmama ragmen sesli olarak musteri temsilcisi konusmama ragmen yatmadi,passo,olumsuz,iptal,1,1,0,1,0,0,0,0,1,9
passo uygulamasindan fazil say serenad bagcan etkinligi icin bilet aldim etkinlige gun varken cenazemiz sebebiyle iptal etmek zorunda kaldim uygulama uzerinden iptal et butonu bulunuyordu oradan talep olusturdum biletim iptal edildi ucret iadem yapilmadi mail atmam gerektigi soylendi mail,passolig,olumsuz,iptal,2,1,0,1,0,0,0,0,1,9
passo sitesinden gerceklestirdigim satin alimlarda kurumsal fatura kesilmesi icin destek talebinde bulundum ilgili kaydim cozulmediginden bildirim numarami belirterek mail adresine detayli bir sekilde durumumu aciklayan bir mail gonderdim ancak maile hicbir sekilde geri,passo,olumsuz,cagri merkezi yetkinlik,1,1,1,0,0,0,0,0,1,8
passo uygulamasina artik sifre girmeye calisiyorum isleminizi su anda gerceklestiremiyoruz ikaz ekrani geliyor posta adresim girmeye calisiyorum ayni hatayi veriyor sifremi unuttum secenegine gidip yeni sifre aliyorum yine ayni hatayi veriyor rica ediyorum yardim edin,passo,olumsuz,uygulama,1,0,0,0,1,0,0,0,1,4
persembe gunu saat imany konserine adet bilet almaya calisirken adet aldirdi anlamadik odeme yapildi biletin iptalini para iadesini istiyoruz referans numarasi sira koltuk sira sahne onu blok bunlarin iptalini istiyoruz yardimci olu,passo,olumsuz,iptal,1,1,0,0,0,0,0,0,1,1
cas konserine passodan adet bilet almistik aldigimizda yas siniri hakkinda kati kurallar yoktu lakin bugun kontrol ettigimde kardesimle beraber gidemedigimizi fark ettim ben kardesim yasinda eger giremezsek para iademizin yapilmasini talep ediyorum,passo,olumsuz,iade,1,1,0,0,0,0,0,0,1,1
cigarettes after sex grubunun temmuz tarihli konserine saglik sebepleri nedeniyle katilamayacagim sitede bilet iadesi bolumu bulunmamaktadir biletimi iade etmek istiyorum herhangi bir islem yapamiyorum site uzerinden iade islemine yardimci olurlarsa sevinirim,passo,olumsuz,iade,1,1,0,0,0,0,0,0,1,1
temmuz cemil topuzlu harbiye hakan altun konseri icin adet bilet aldim ben biletleri satin aldigim tarihte passo uygulamasi uzerinde alana bedava bir kampanya cikmiyordu musteri hizmetlerini aradigimda ilk gunden beri kampanya var denildi ben olmadigina uygulamada biletleri sat,passo,olumsuz,cagri merkezi yetkinlik,1,0,1,0,0,0,0,0,1,2
passodan tan in agustos ta izmir konserine uygulama uzerinden bilet satin alamiyorum kimlik no istiyor giriyorum sayfa donuyor kaliyor seferinde konuyu nasil cozecegiz satin al kismindan ilerleyip yer secimi yapiyorum teslimat secimi yapiliyor pdf kismindan sonra ilerle,passo,olumsuz,uygulama,2,1,0,0,1,0,0,0,1,10
normalde haziran tarihinde yapilacak olan sehinsah konserine bilet aldim sonra temmuz tarihine ertelenmesiyle iptal etmem gerekti ancak iptal islemini yaptiktan sonra herhangi bir onay tarzi bir sey alamadim su an iptal butonu gozukmuyor,passo,olumsuz,iptal,1,1,0,0,0,0,0,0,1,1
merhaba tan tasci konserine gitmek istiyorum yillardir hayalim gunlerdir ugrasiyorum sark oncesi passo internet sayfasinda passo uygulamasindan bilet alamadim ugrasmama ragmen hata verdigi icin bir bilet lazim bana yardimci olabilir misiniz bana,passo,olumsuz,uygulama,2,1,0,0,1,0,0,0,1,10
passo dan aldigimiz ekim tsn tasi biletini iptal edip icin almak istiyoruz fakat iptal yeri yok nasil yapmak gerekiyor hamile oldugum icin dogumum tam haftaya geliyor bunu onceden hesaplayamadik malum lutfen yardimci olunsun bize paramizi geri alalim demiyoruz ileri tarihe alalim istiyoru,passo,olumsuz,iptal,1,1,0,0,0,0,0,0,1,1
biletix ten temmuz cigarettes after sex konseri icin genel alan bileti aldim biletleri almadan once yas alti izleyicilere yalnizca farkli bileklik uygulamasi yapilacagi yazarken biletleri aldiktan bir iki hafta sonra etkinlik detaylarina yas alti izleyiciler sadece ebeveynleriyle alan,passo,olumsuz,genel,1,1,0,0,0,0,0,1,1,13
passo bilet iadesi istiyorum cigarettes after sex konseri icin bilet almistim mart ayinda mart tarihinde konsere yas siniri geldigini yeni gordum ebeveyn olmadan yasindan kimseyi iceri almiyorlarmis konsere hafta kaldi biletim elimde kalsin istemiyorum tl verdim iade talebi isti,passo,olumsuz,genel,1,1,0,0,0,0,0,1,1,13
passodan tan tasci konserine bilet aldim fakat iade etmek istiyorum nasil yardimci olabilirsiniz tarihli yardimci olursaniz cok sevinirim passo uygulamasi yardimci olmuyor iade etmek istiyorum para iadesi kadar surede olur once mail atilarak yardimci olunmustu,passo,olumsuz,iade,1,1,0,0,0,0,0,0,1,1
cigarettes after sex konserine yas siniri gelmeden once bilet aldik mart sadece bileklik uygulamasi olacagi yaziyordu yas siniri yoktu yas siniri geldi yasinda oldugumuz icin su an konsere gidemiyoruz eger bugun kontrol etmeseydim konsere geliyorduk biletimiz yanacakti bilet ia,passo,olumsuz,genel,1,1,0,0,0,0,0,1,1,13
passo haziran tarihinde katildigim bir etkinlik biletinin faturasini haziran istemememe ragmen hafta icerisinde hala olusturamadi zaman arasam hizlandiriyoruz aciliyetinizi belirtiyoruz gecistirici ifadelerle karsilasiyorum talep ettigim faturanin tarafima iletilmesini rica,passo,olumsuz,fatura,1,1,0,0,0,0,0,0,1,1
passodan aldigim bileti gun sehir disinda olacagim icin iptal etmek istiyorum sitesinde iadenin mumkun olmadigini soyluyorlar baska sehirde olmamin nedeni annemin hasta olmasi gidemeyecegim bir konsere bosuna para vermek istemiyorum lutfen yardimci olun,passo,olumsuz,iptal,1,1,0,0,0,0,0,0,1,1
tan konseri icin aldigimiz bilet yerinin onune ses sistem cihazlari personelleri konuldugu icin sahneyi asla goremedik ses kontrol cihazlari konulacak biletleri sattiniz adet biletimiz vardi sadece ses duyabildik goruntu asla yoktu orada duran yetkililer konuyla ilgilenmedi,passo,olumsuz,diger,0,1,0,0,1,0,0,1,0,40
yaklasik iki saat once passo internet adresinden bugunku gaziantep teoman konserine yanlislikla alti bilet aldim uc bilet alacakken hemen passo musteri temsilcisini aradim uc biletin iadesini istedigimi soyledim musteri temsilcisi kendilerinde yetkinin olmadigini kendilerine mail atmami,passo,olumsuz,cagri merkezi yetkinlik,1,1,1,0,0,0,0,0,1,8
passodan haziran tarihli aldigim kisilik tan tasci konserine yakinimizin hastanede kritik durumda oldugu icin gidemeyecegim passo uzerinden hicbir sekilde iade ilgili bir kisim goremiyorum sorunun cozumlenmesini magdur edilmemeyi bekliyorum,passo,olumsuz,iade,1,1,0,0,0,0,0,0,1,1
passo uzerinden bir konsere bilet aldim gidemedim saat oncesinden musteri hizmetlerini aradim degisim iade olmayacagini lakin ayni etkinligin farkli bir tarihte olani varsa oraya kaydirilabilecegini soylediler mail adresi uzerinden ulasin dediler mailden ulastim lakin seferde olmayac,passo,olumsuz,iade,1,1,1,0,0,0,0,0,1,8
bursa kulturpark ta yapilacak olan linet konseri icin bir arkadasima hediye bilet aldim ancak bileti hediye ettigimde ogrendim arkadasimin cenazesi varmis bilet iptal edilemez diyorlar baska bir etkinlikle degistirmek istiyorum ancak muhattap bulamiyorum sure veremiyorlar durumda,passo,olumsuz,iptal,1,1,0,0,0,0,0,0,1,1
trabzon akm salonunda tarihinde yapilacak olan burada olan burada kalir gosterisi icin kisilik bilet aldim ancak dun aksam gosteri saatinde salona girdigimizde sadece biletimizin karsiligi oldugunu bize passo tarafindan satilan sira koltuk numarali biletin karsiliginin olmadigini,passo,olumsuz,diger,1,1,0,0,0,0,0,1,1,13
istanbul dan denizli ye hayko cepkin in hyde and jekyll oyunu icin geldim yuzlerce kilometre yol yaptim izin harcadim oyun gunu kafalarina gore erteleme yapiyorlar insaf bari gun once degistirin hava durumuna bakmak oyun gunu yapilacak is mi oyun gununu beklediniz insanda biraz seyirci,passo,olumsuz,genel,1,1,0,0,0,0,0,1,1,13
arkadas on donem bilet fiyati olan tl den biletlerimizi aldik sonrasinda baska arkadaslarimiz katilmak istedigi icin sistemden onlara bilet almaya karar verdik gorelim biletler yari fiyatina dusurulmus tam anlamiyla tuketiciyi korumayan hatta zarara uygulayan bir sistemdir,passo,olumsuz,diger,1,1,0,0,0,0,0,1,1,13
gaziantep mavera acik hava sahnesinde yapilan konserlerde sahneye yakin olabilmek icin passo uygulamasindan yuksek fiyatli bilet aliyoruz ancak cok arkalardan uygun fiyata bilet alan insanlarin on siralardaki merdiven bosluklarina gelip gercek biletli insanlari sikistirmasi ayni biletin farkli,passo,olumsuz,diger,1,0,0,0,0,0,0,1,1,7
passo uygulamasi uzerinden haziran istanbul uniq acikhava ajda pekkan konseri icin bilet aldim ancak kisisel sebeplerden dolayi gelemeyecegim iptal izni olmayan bir bilet satis noktasi ilk goruyorum biletimi iade etmek istiyorum yardimci olabilir misiniz,passo,olumsuz,iade,1,1,0,0,0,0,0,0,1,1
ben yasindayim kuzenim yasinda beraber konser biletini aldik ancak yas ebeveyn girebilir bir madde eklendi kuzenimle birlikte girmemde sikinti olur ayrica cok yakin oldugumuz bir arkadasimiz bizimle gelecek ayni sekilde yasinda kuzenimle birlikte sikinti olur,passo,olumsuz,genel,1,1,0,0,0,0,0,1,1,13
hava kosullari nedeniyle ertelenen hayko cepkin jekyll hyde etkinligi icin yeni tarihinde musaitligimiz olmadigindan oturu iptal etmeye calisiyoruz tarafimiza gelen sms te web sitesi uzerinden iptal edebilirsiniz bir ifade var ancak sitelerinde herhangi bir iptal etme fonksiyonu bulunmuyor,passo,olumsuz,iptal,1,1,0,0,1,0,0,0,1,10
haziran bursa teoman konseri icin bilet aldim ertesi gunu istanbul onemli durusmaya katilmam gerektigi bilgisini aldim yuzden konsere katilamayacagim sitede iptalin mumkun olmadigi yazmakta hicbir sitede boyle bir zorunluluk gormedim duymadim konu hakkinda destek talep ediyorum gerek,passo,olumsuz,iptal,1,1,0,0,1,0,0,0,1,10
passodan aldigim denizli acik hava tiyatrosu haziran tarihli saatli teoman konser biletimin iptal iadesini talep ediyorum yardimci kimse bulamadim mail attim donus yapan olmadi bilet numaram mecburi bir iptal olacak hastane personeliyim gun mesai yazildigi icin zorunlu,passo,olumsuz,iptal,1,1,0,0,1,0,0,0,1,10
tan tasci konseri icin hazirana bilet aldik bir gun once ertesi gun sehir tarihte disina cikmamiz gerektiginden iptal etmek istiyoruz fakat sitesinde iptalin para iadesinin mumkun olmadigi yaziyor cok sacma gidebilsek zaten iptal etmeyiz iade talebimi istiyorum eger iade talebim olm,passo,olumsuz,iptal,1,1,0,0,0,0,0,0,1,1
