text,entity,sentiment,konu,severity,bilet,musteri_hizmetleri,odeme,uygulama,passolig,passolig kart,diger,aksiyon,label,clean_text
passo nun duzenlemis oldugu konser biletini bilet satis noktasindan aldim ancak bilet hata vermis olup konser alanina giris yapamadim satis noktasina gittigimde iade alamadim destek ye mail atmama ragmen donus olmadi magduriyetimin giderilmesini istiyorum,passo,olumsuz,iade,2,1,0,0,0,0,0,0,1,1,passo duzenlemis oldugu konser biletini bilet satis noktasindan aldim bilet hata vermis konser alanina giris yapamadim satis noktasina gittigimde iade alamadim destek mail atmama ragmen donus olmadi magduriyetimin giderilmesini istiyorum
eylul pdf bilet referans numarasi xxx olarak satin aldigim biletin kasim tarihinde ertelendigini belirten posta sms aldim istanbul tiyatro festivali kapsaminda kasim sureyya operasi nda sahnelenmesi planlanan ilyada performansi ileri bir tarihe ertelenmist,passo,olumsuz,genel,1,1,1,0,0,0,0,0,1,8,eylul pdf bilet referans numarasi xxx satin aldigim biletin kasim tarihinde ertelendigini belirten posta sms aldim istanbul tiyatro festivali kapsaminda kasim sureyya operasi sahnelenmesi planlanan ilyada performansi ileri tarihe ertelenmist
passo uygulamasindan tiyatro bileti aldim oyun gunune yaklasirken biletimin olmadigini fark ettim sonra oyunun iptal edildigine dair duyuruyu gordum bilgi bilet alanlara haber verilmesi gerekirken oyun tarihini kontrol ederken sans eseri gordum sonra aldigim bilet ucretinin yansimasini bekledi,passo,olumsuz,iade,2,1,0,1,0,0,0,0,1,9,passo uygulamasindan tiyatro bileti aldim oyun gunune yaklasirken biletimin olmadigini fark ettim oyunun iptal edildigine duyuruyu gordum bilgi bilet alanlara haber verilmesi gerekirken oyun tarihini kontrol ederken sans eseri gordum aldigim bilet ucretinin yansimasini bekledi
yabanci ulke mastercard kredi kartimla passodan bilet almaya calisiyorum app uzerinden farkli tarayicilardan almaya calistim olmadi musteri hizmetlerine baglandim baska turlu yardimci olamayacaklarini soylediler destek mailine mail attim cevap gelmedi nasil bir uygulama site,passo,olumsuz,odeme,2,1,1,1,1,0,0,0,1,64,yabanci ulke mastercard kredi kartimla passodan bilet almaya calisiyorum app uzerinden farkli tarayicilardan almaya calistim olmadi musteri hizmetlerine baglandim baska turlu yardimci olamayacaklarini soylediler destek mailine mail attim cevap gelmedi nasil uygulama site
passo uygulamasinda bilet alirken koltuk secimi sirasinda uygulamadan atiyor hicbir sekilde bilet alamiyorum zorunlu olarak kullanmam gereken bir uygulama olmasi yuzunden kac aydir hicbir guncelleme yapilmiyor kadar organizasyonun bilet isini aliyorsaniz gerekli altyapida saglamalisiniz,passo,olumsuz,uygulama,2,1,0,0,1,0,0,0,1,10,passo uygulamasinda bilet alirken koltuk secimi sirasinda uygulamadan atiyor hicbir sekilde bilet alamiyorum zorunlu kullanmam gereken uygulama olmasi yuzunden kac aydir hicbir guncelleme yapilmiyor organizasyonun bilet isini aliyorsaniz gerekli altyapida saglamalisiniz
teoman mardin konseri icin passo yeni uyelik olusturdum bilet odeme adiminda mobil bankaciliktan onay verdim sonra tekrar passo uygulamasina gecince hata uyarisi aldim bilet odemesi yapmama ragmen biletim satin alinmamis,passo,olumsuz,odeme,2,1,0,0,1,0,0,0,1,10,teoman mardin konseri icin passo yeni uyelik olusturdum bilet odeme adiminda mobil bankaciliktan onay verdim tekrar passo uygulamasina gecince hata uyarisi aldim bilet odemesi yapmama ragmen biletim satin alinmamis
passo nun sitesinden kasim tarihli bir etkinlik icin bilet aldim numarali biletimi tarihinde gidemeyecegim icin iptal ettim is gunu icerisinde paramin iade edilecegini ters ters konusan bir musteri hizmetleri personeli tarafindan pazartesi zaten yatar beyefendi seklin,passo,olumsuz,cagri merkezi yetkinlik,2,1,1,1,0,0,0,0,1,29,passo sitesinden kasim tarihli etkinlik icin bilet aldim numarali biletimi tarihinde gidemeyecegim icin iptal ettim is gunu icerisinde paramin iade edilecegini ters ters konusan musteri hizmetleri personeli tarafindan pazartesi yatar beyefendi seklin
passo uygulamasindan kasim sefo konseri icin bilet aldim ancak sonradan alana bilet kampanyasi cikmis ben kati para odemis oldum passolig bunu duzeltmeleri icin talep actim ancak reddedildi kati para vererek kotu bir kategoriden seyredeyim konseri passo organizas,passo,olumsuz,diger,1,1,0,0,0,0,0,1,1,13,passo uygulamasindan kasim sefo konseri icin bilet aldim alana bilet kampanyasi cikmis kati para odemis oldum passolig duzeltmeleri icin talep actim reddedildi kati para vererek kotu kategoriden seyredeyim konseri passo organizas
tan tasci konseri iptali uzerine maalesef passo dan iki kisilik almis oldugum biletimin iadesini yaptim musteri hizmetlerini aradim on gun icerisinde hesaba yatar dediler is gunu oldu hala para hesaba yatmadi gerekli bilgi verilmeyip musteri temsilcilerinin gecistirmesinden kalitesiz hizm,passo,olumsuz,iade,2,1,1,1,0,0,0,0,1,29,tasci konseri iptali uzerine maalesef passo kisilik almis oldugum biletimin iadesini yaptim musteri hizmetlerini aradim gun icerisinde hesaba yatar dediler is gunu para hesaba yatmadi gerekli bilgi verilmeyip musteri temsilcilerinin gecistirmesinden kalitesiz hizm
passo com tan konser bileti aldim eylul ayinda adet sonra konser iptal edildi edildigi gun biletleri iptal ettim iadem hala gerceklesmedi ariyorum iade ettik diyorlar banka ariyorum boyle bir iade yok diyorlar aradigimda farkli bir bilgi veriyorlar son kasim onay kodu vererek,passo,olumsuz,iade,2,1,0,1,0,0,0,0,1,9,passo konser bileti aldim eylul ayinda konser iptal edildi edildigi gun biletleri iptal ettim iadem gerceklesmedi ariyorum iade ettik diyorlar banka ariyorum boyle iade yok diyorlar aradigimda farkli bilgi veriyorlar son kasim onay kodu vererek
tan gaziantep konseri iptal oldugu icin tarihinde bilet iptal talebinde bulunduk is gunu icerisinde iade tutarinin tarafimiza yatirilacagi konusunda bilgi verilmis olup gun oldugu halde henuz para aktarimi gerceklesmemistir konu ilgili tuketici hakem heyeti bildirimde buluna,passo,olumsuz,iade,2,1,0,1,0,0,0,0,1,9,gaziantep konseri iptal oldugu icin tarihinde bilet iptal talebinde bulunduk is gunu icerisinde iade tutarinin tarafimiza yatirilacagi konusunda bilgi verilmis gun oldugu henuz para aktarimi gerceklesmemistir konu tuketici hakem heyeti bildirimde buluna
passo uygulamasi aldigim ref no olan kasim karsu ankara konserine saglik problemim sebebiyle katilamayacagim farkli bir tarihte planli konseri bulunmadigi icin iade talep edememekteyim sebeple biletimin para iadesini istemekteyim,passo,olumsuz,iade,1,1,0,1,0,0,0,0,1,9,passo uygulamasi aldigim ref no kasim karsu ankara konserine saglik problemim sebebiyle katilamayacagim farkli tarihte planli konseri bulunmadigi icin iade talep edememekteyim sebeple biletimin para iadesini istemekteyim
tan tasci adana sahnesine bilet aldim konser iptal edildi iade talebi olusturdum is gunu icinde hesabiniza yatacak dendi hala yatmadi uygulamadan bakiyorum bilet zaten gorunmuyor mail mesaj duruyor geri donus hã¢lã¢ yok ayrica tek bilette degildi uc ayri bilet para iadesi yok,passo,olumsuz,iade,2,1,1,1,0,0,0,0,1,29,tasci adana sahnesine bilet aldim konser iptal edildi iade talebi olusturdum is gunu icinde hesabiniza yatacak dendi yatmadi uygulamadan bakiyorum bilet gorunmuyor mail mesaj duruyor geri donus hã lã yok ayrica bilette degildi uc ayri bilet para iadesi yok
muzikal icin kategori den bilet aldim fakat kategoride bir yerlerden bilet satmislar gorevliye sordugumda cok karsilasiyoruz bizim yapabilecegimiz bir sey yok dedi sitede sikayet dilek butonu yok telefonla aradim cevap alamadim gercekten insan kendisini kandirilmis hissediyor,passo,olumsuz,diger,2,1,0,0,0,0,0,1,1,13,muzikal icin kategori bilet aldim kategoride yerlerden bilet satmislar gorevliye sordugumda cok karsilasiyoruz yapabilecegimiz sey yok dedi sitede sikayet dilek butonu yok telefonla aradim cevap alamadim gercekten insan kandirilmis hissediyor
konser iptal edildi param on gun icerisinde hesabina yatacagini soyleyen oldu hala hesabima yatan bir param yok konu icin yardimci olabilir misiniz passo aldigim tan tasci konseri iptal edildi sanatcinin hasta oldugundan dolayi ucret iadesini tarafima bekliyorum,passo,olumsuz,iade,2,1,0,1,0,0,0,0,1,9,konser iptal edildi param gun icerisinde hesabina yatacagini soyleyen hesabima yatan param yok konu icin yardimci olabilir misiniz passo aldigim tasci konseri iptal edildi sanatcinin hasta oldugundan dolayi ucret iadesini tarafima bekliyorum
uzi heijan muti konserinde uzi sahneyi terk ettigi icin iceri bile giremeden konser iptal oldu guvenlikler bize bilet iadesi yapilacagini soyledi passo mail attigimda geri dahi donmediler musteri hizmetleri bir sey yapmadi mail atmam gerektigini soyledi bilet iademi alamiyorum,passo,olumsuz,iade,2,1,0,1,0,0,0,0,1,9,uzi heijan muti konserinde uzi sahneyi terk ettigi icin iceri giremeden konser iptal guvenlikler bilet iadesi yapilacagini soyledi passo mail attigimda geri donmediler musteri hizmetleri sey yapmadi mail atmam gerektigini soyledi bilet iademi alamiyorum
passo dan almis oldugum etkinlige gidemeyecek oldugum icin iptal etmek istedim nafile iptal olmuyor nasil bir sacmaliktir anlamakta zorlaniyorum insanlari mecbur birakmakta nedir passo tam bir hayal kirikligi,passo,olumsuz,iptal,1,1,0,0,0,0,0,0,1,1,passo almis oldugum etkinlige gidemeyecek oldugum icin iptal etmek istedim nafile iptal olmuyor nasil sacmaliktir anlamakta zorlaniyorum insanlari mecbur birakmakta nedir passo hayal kirikligi
passo kadikoy acik hava konserleri is birligi iki adet bilet alip konseri yarida kesen sarkici paramizin bosa gitmesi sebep organizasyon guvenligin sifir olmasindan kaynakli bunca insan magdur oldu paranin iadesi yapilmasi gerekmektedir,passo,olumsuz,iade,1,1,0,0,0,0,0,0,1,1,passo kadikoy acik hava konserleri is birligi bilet alip konseri yarida kesen sarkici paramizin bosa gitmesi sebep organizasyon guvenligin sifir olmasindan kaynakli bunca insan magdur paranin iadesi yapilmasi gerekmektedir
passo uygulamasindan tarihinde gerceklesecek olan hayal kahvesi bahce trabzon genclik festivali icin iki adet bilet almistim belirtilen tarihte gerceklesecek olan konserden mavi gri adli grup cikarildigina dair tarafima mesaj gelmesi uzerine eylule kadar ucret iadesi icin verdikleri,passo,olumsuz,iade,2,1,0,1,0,0,0,0,1,9,passo uygulamasindan tarihinde gerceklesecek hayal kahvesi bahce trabzon genclik festivali icin bilet almistim belirtilen tarihte gerceklesecek konserden mavi gri adli grup cikarildigina tarafima mesaj gelmesi uzerine eylule ucret iadesi icin verdikleri
passo uygulamasindan bilet alabilmek icin para yuklemesi yapacaktik sayfa bulunmadi seklinde hata veriyor uygulama musteri hizmetlerini aradigimizda onay ekranini onaylayin deniliyor onayladigimiz esnada hicbir sey gelmiyor bunun derhal cozulmesini istiyoruz,passo,olumsuz,uygulama,2,0,0,0,1,0,0,0,1,4,passo uygulamasindan bilet alabilmek icin para yuklemesi yapacaktik sayfa bulunmadi seklinde hata veriyor uygulama musteri hizmetlerini aradigimizda onay ekranini onaylayin deniliyor onayladigimiz esnada hicbir sey gelmiyor cozulmesini istiyoruz
passo com tr adresinden almis oldugum adet biletin faturasi soylendigi mai adresime iletilmemis olup sonrasinda cozum merkezinden tekrar talep etmis oldugum halde ilgilenilmemistir ayrica yanit bile verilmemistir acil olarak odemesi alinan hizmetin faturasinin gonderilmesini rica eder,passo,olumsuz,diger,1,1,0,0,0,0,0,1,0,13,passo adresinden almis oldugum biletin faturasi soylendigi mai adresime iletilmemis sonrasinda cozum merkezinden tekrar talep etmis oldugum ilgilenilmemistir ayrica yanit verilmemistir acil odemesi alinan hizmetin faturasinin gonderilmesini rica eder
yasadigim magduriyete istinaden hesabima diledigim etkinlige davetiye bilet tanimlanacagini tarafimla paylasmistiniz istinaden tarihindeki etkinlige davetiye rica etmistim bunu etkinlik haftasi tanimlanacagini mail uzerinden belirtmistiniz once magduriyet yasadigimi tekrar ma,passo,olumsuz,cagri merkezi yetkinlik,2,1,1,0,0,0,0,0,1,8,yasadigim magduriyete istinaden hesabima diledigim etkinlige davetiye bilet tanimlanacagini tarafimla paylasmistiniz istinaden tarihindeki etkinlige davetiye rica etmistim etkinlik haftasi tanimlanacagini mail uzerinden belirtmistiniz once magduriyet yasadigimi tekrar ma
passo dan aldigim perdenin ardindakiler konser biletlerimin ucreti iade edilmedi ekim deki konsere bilet almistim ancak konser ertelenince biletleri iptal etmek istedim iade talebinde bulundum gun icinde iade edilecek dedi henuz gun dolmus degil iade edilmis olmaliydi dusu,passo,olumsuz,iade,2,1,0,1,0,0,0,0,1,9,passo aldigim perdenin ardindakiler konser biletlerimin ucreti iade edilmedi ekim deki konsere bilet almistim konser ertelenince biletleri iptal etmek istedim iade talebinde bulundum gun icinde iade dedi henuz gun dolmus degil iade edilmis olmaliydi dusu
passo uzerinden bitmis bir etkinlige bilet alimina izin verildi yanlislikla tarihli etkinlige bilet almisim tarihli etkinlige bilet almak istiyordum cagri merkezini aradigimda referans numarali biletim icin islem yapamadiklarini mail atmam gerektigini soylediler,passo,olumsuz,genel,1,1,1,0,0,0,0,0,1,8,passo uzerinden bitmis etkinlige bilet alimina izin verildi yanlislikla tarihli etkinlige bilet almisim tarihli etkinlige bilet almak istiyordum cagri merkezini aradigimda referans numarali biletim icin islem yapamadiklarini mail atmam gerektigini soylediler
passo tan tasci etkinligi icin almis oldugum adet biletim sanatci rahatsizligindan dolayi iptal edildi biletlerim icin iade talebi olusturdum gun icerisinde iade gerceklesecegi belirtildi gun insanlari magdur etmeye hakkiniz yok iademin hizli sekilde gerceklesmesini talep ediyorum,passo,olumsuz,iade,2,1,0,1,0,0,0,0,1,9,passo tasci etkinligi icin almis oldugum biletim sanatci rahatsizligindan dolayi iptal edildi biletlerim icin iade talebi olusturdum gun icerisinde iade gerceklesecegi belirtildi gun insanlari magdur etmeye hakkiniz yok iademin hizli sekilde gerceklesmesini talep ediyorum
telefon numarasi sim kart degisikligi olmus aradan kac ay gecmis bana bloke olmus diyor cozum diyorum yok dilekce yok kimlik selfie sizin oldugunuzu kanitlayin sor zaman anamin kizlik soyadinin harfinin sini sana cevaplayayim girecegiz uygulamanin zaten kimler tarafindan kur,passo,olumsuz,uygulama,2,0,1,0,1,0,0,0,1,15,telefon numarasi sim kart degisikligi olmus aradan kac gecmis bloke olmus diyor cozum diyorum yok dilekce yok kimlik selfie oldugunuzu kanitlayin sor zaman anamin kizlik soyadinin harfinin sini cevaplayayim girecegiz uygulamanin kimler tarafindan kur
fenerbahce nin euroleague macina tane ket aldim satin aldiklarim kisminda biletler teslim edildi gosteriyor fakat bana sms yoluyla ulasan herhangi bir bilet olmadi bilet bilgilere nasil ulasabilirim passolig mi tanimlanacak yoksa baska bir qr kodu gelecek,passolig,olumsuz,genel,1,1,0,0,1,1,0,0,1,38,fenerbahce euroleague macina tane ket aldim satin aldiklarim kisminda biletler teslim edildi gosteriyor sms ulasan bilet olmadi bilet bilgilere nasil ulasabilirim passolig tanimlanacak baska qr kodu gelecek
passo dan aldigim uc vip bilet onayim olmadan yan kategoriye arkaya kaydirildi sms disinda bir iletisim kurulmadi onay sorulmadi ucret iadesi farki yansitilmadi telefonda musteri hizmetleri email atmami soyledi etkinlige gun kalmasina ragmen boyle acil bir durumda mudahale edemedil,passo,olumsuz,genel,2,1,1,0,0,0,0,1,1,33,passo aldigim uc vip bilet onayim olmadan yan kategoriye arkaya kaydirildi sms disinda iletisim kurulmadi onay sorulmadi ucret iadesi farki yansitilmadi telefonda musteri hizmetleri email atmami soyledi etkinlige gun kalmasina ragmen boyle acil durumda mudahale edemedil
ekim tarihinde olan konser iptal edildi mail olarak passoya bildirdim iadenin onaylandigi ucretin kartima is gunu icerisinde yatirilacagi soylendi gun cok fazla degil mi parayi iade etmek kadar zor olmasa gerek gerekli yerlere iletilmesini paramin hemen yatmasini istiyorum,passo,olumsuz,iade,2,1,0,1,0,0,0,0,1,9,ekim tarihinde konser iptal edildi mail passoya bildirdim iadenin onaylandigi ucretin kartima is gunu icerisinde yatirilacagi soylendi gun cok fazla degil parayi iade etmek zor olmasa gerekli yerlere iletilmesini paramin hemen yatmasini istiyorum
harbiye cemil topuzlu acik hava konser alaninda ekim tarihinde duzenlenecek olan tan konseri yagmur sebebiyle iptal edildi fakat iptal mesaji konsere dakika kala silivri den konser icin yola cikip coktan konser alanina vardigimizda geldi sabahtan beri yagan yagmurun iptal edilmesi icin,passo,olumsuz,cagri merkezi yetkinlik,1,1,1,0,0,0,0,0,1,8,harbiye cemil topuzlu acik hava konser alaninda ekim tarihinde duzenlenecek konseri yagmur sebebiyle iptal edildi iptal mesaji konsere dakika silivri konser icin yola cikip coktan konser alanina vardigimizda geldi sabahtan yagan yagmurun iptal icin
diyarbakir daki konser icin bilet alacaktim yuzden passo uygulamasina kayit yapmak istedim kayit yaparken fark etmeden yanlis soy isim yazmisim bilet aldiktan sonra fark ettim bunu site uygulamada yaptiysam duzeltemedim konuda yardimci olursaniz sevinirim,passo,olumsuz,uyelik,1,1,1,0,1,0,0,0,1,30,diyarbakir daki konser icin bilet alacaktim yuzden passo uygulamasina kayit istedim kayit yaparken fark etmeden yanlis soy isim yazmisim bilet aldiktan fark ettim site uygulamada yaptiysam duzeltemedim konuda yardimci olursaniz sevinirim
merhaba ekim tan tasci harbiye acik hava konserine adet bilet almistim fakat hastalik sebebi bileti iptal ettirmek istiyorum yardimci olunmasini talep ediyorum gidemeyecegim bir etkinlik icin para odemek istemiyorum tuketici olarak hakkimi talep ediyorum,passo,olumsuz,iptal,1,1,0,0,0,0,0,0,1,1,merhaba ekim tasci harbiye acik hava konserine bilet almistim hastalik sebebi bileti iptal ettirmek istiyorum yardimci olunmasini talep ediyorum gidemeyecegim etkinlik icin para odemek istemiyorum tuketici hakkimi talep ediyorum
passo uygulamasindan kardes turkuler konser bileti aldim konser agustos tarihindeydi iptal edildi passo gorusmeme ragmen ucret iadesi hala yapilmadi bugun ekim bankami aradigimda ucret iadesinin gerceklesmedigini soylediler adresine mail attim yogunluktan,passo,olumsuz,iade,2,1,0,1,0,0,0,0,1,9,passo uygulamasindan kardes turkuler konser bileti aldim konser agustos tarihindeydi iptal edildi passo gorusmeme ragmen ucret iadesi yapilmadi bugun ekim bankami aradigimda ucret iadesinin gerceklesmedigini soylediler adresine mail attim yogunluktan
yanlislik passolig uygulamasi uzerinden kolay islemlerinden kolay nakit secenegini sectim basvuru alinmistir diyor ben bunu yanlislikla yaptim iptal etmek istiyorum yapabilirim yardimci olursaniz sevinirim yanlislikla oldu cunku lutfen yardimci olun,passo,olumsuz,iptal,1,1,0,0,0,0,0,0,1,1,yanlislik passolig uygulamasi uzerinden kolay islemlerinden kolay nakit secenegini sectim basvuru alinmistir diyor yanlislikla yaptim iptal etmek istiyorum yapabilirim yardimci olursaniz sevinirim yanlislikla cunku lutfen yardimci olun
adet bilet aldim tamino konseri icin ancak oncesinde cikan bir grup iptal oldugu icin iade edebilecegimizi soylediler bende bunun uzerine gitmekten vazgecip iade etmek istedim aydir iademi yapmadilar kac kere mail attim iade olacagini soylediler hafta icinde fakat durum hala degismedi,passo,olumsuz,iade,2,1,1,1,0,0,0,0,1,29,bilet aldim tamino konseri icin oncesinde cikan grup iptal oldugu icin iade edebilecegimizi soylediler bende uzerine gitmekten vazgecip iade etmek istedim aydir iademi yapmadilar kac mail attim iade olacagini soylediler hafta icinde durum degismedi
tarihinde passo sayfasindan ekim agora acik hava sahnesinde gerceklesecek olan teoman konseri icin iki kisilik bilet aldim kredi kartimdan cekimi yapildi fakat sitede biletlerim kisminda biletiniz bulunmamaktadir yaziyor musteri hizmetleri asla telefonlari acmiyor konsere,passo,olumsuz,genel,2,1,1,0,1,0,0,0,1,30,tarihinde passo sayfasindan ekim agora acik hava sahnesinde gerceklesecek teoman konseri icin kisilik bilet aldim kredi kartimdan cekimi yapildi sitede biletlerim kisminda biletiniz bulunmamaktadir yaziyor musteri hizmetleri telefonlari acmiyor konsere
bilet aldik ekim tan tasci konserine bir arkadasimizin kardesi kaza yapmis kiz yoldan dondu biletin iadesini talep ediyorum cok elzem bir durum kisi konsere gidecegiz fakat arkadasimizin bilet parasini iade talep ettik kimse yardimci olmadi boyle durumlar yardimci oluyor,passo,olumsuz,iade,2,1,0,1,0,0,0,0,1,9,bilet aldik ekim tasci konserine arkadasimizin kardesi kaza yapmis kiz yoldan dondu biletin iadesini talep ediyorum cok elzem durum kisi konsere gidecegiz arkadasimizin bilet parasini iade talep ettik yardimci olmadi boyle durumlar yardimci
internet sitesine giremiyorum bilet alamiyorum uygulamadan girmeye calistigimda uyelik islemi icin yonlendiriyor fakat uyelik tamamlanmiyor uye olup bilet almak istiyorum fakat uye olamiyorum sitesi hic acilmiyor passo logosu gorunuyor sadece,passo,olumsuz,uyelik,2,1,0,0,1,0,0,0,1,10,internet sitesine giremiyorum bilet alamiyorum uygulamadan girmeye calistigimda uyelik islemi icin yonlendiriyor uyelik tamamlanmiyor uye bilet almak istiyorum uye olamiyorum sitesi hic acilmiyor passo logosu gorunuyor
yas altinda olan bir kisinin ebeveyni katilabilecegi yazilmis ayrintilar kisminda illa anne baba mi olmali ben ablasi olarak ebeveyni sayilabilir miyim yasindayim yardimci olursaniz cok cok cok sevinirim tesekkur ederim kolay gelsin,passo,notr,diger,0,0,0,0,0,0,0,1,0,7,yas altinda kisinin ebeveyni katilabilecegi yazilmis ayrintilar kisminda anne baba olmali ablasi ebeveyni sayilabilir miyim yasindayim yardimci olursaniz cok cok cok sevinirim tesekkur ederim kolay gelsin
tek kelimeyle kotu calisan bir uygulama nilufer konserine bilet alacam alamiyorum boyle bir sey hicbir zaman olmaz online yardimci olurlar burasi surekli hata veriyor musteri hizmetleri cozum sunamiyor dinledi dinledi kapattilar onlineda hata varsa duzeltmek musteriyi memnun etmekle,passo,olumsuz,cagri merkezi yetkinlik,1,1,1,0,0,0,0,0,1,8,kelimeyle kotu calisan uygulama nilufer konserine bilet alacam alamiyorum boyle sey hicbir zaman online yardimci olurlar burasi surekli hata veriyor musteri hizmetleri cozum sunamiyor dinledi dinledi kapattilar onlineda hata varsa duzeltmek musteriyi memnun etmekle
passo uygulamasi tarafindan para iadesi yapilmadi hala hakkinda verilen bir bilgi yok uygulama uzerinden konusmamda satici firmayla iletisim kurmam soylendi fakat bileti buradan alip bana karsi ilgisiz davranilmasi benim dusunceme gore hos degil azindan net bir sey ogrenmek istiyorum,passo,olumsuz,iade,2,1,1,1,0,0,0,0,1,29,passo uygulamasi tarafindan para iadesi yapilmadi hakkinda verilen bilgi yok uygulama uzerinden konusmamda satici firmayla iletisim kurmam soylendi bileti alip karsi ilgisiz davranilmasi dusunceme gore hos degil azindan net sey ogrenmek istiyorum
passo dan nkolay kartla odeme yaprak indirim kazanimlari nkolay karta yuklenmesi gerekirken yukleyip ayni gun sildiler kullanilamiyor kartinizdaki paranin iadesi icin su numarayi arayin gondermisler geri yuklemediler kartima,passo,olumsuz,odeme,2,0,0,1,0,0,0,0,1,3,passo nkolay kartla odeme yaprak indirim kazanimlari nkolay karta yuklenmesi gerekirken yukleyip ayni gun sildiler kullanilamiyor kartinizdaki paranin iadesi icin su numarayi arayin gondermisler geri yuklemediler kartima
konya teoman kimse sira beklerken kisi onden alindi sordugumuz gorevli organizasyon sahibinin tanislari cevabini verdi sirada bekleyen genc kabul etti bir ogretmen olarak buna sessiz kalmak istemedim itiraz ettim savunma icler acisi sen esnaf olsan ar,passo,olumsuz,diger,1,0,0,0,0,0,0,1,1,7,konya teoman sira beklerken kisi onden alindi sordugumuz gorevli organizasyon sahibinin tanislari cevabini verdi sirada bekleyen genc kabul ogretmen sessiz kalmak istemedim itiraz ettim savunma icler acisi esnaf olsan ar
live from konya feste ekim gunu herkesin saatlerce bekledigi sirada yan taraftan tanidik adi altinda bir grup insani iceriye aldilar oranin sahibi oldugunu iddia eden bir adam kapiyi acmiyorum istersem deyip ulkede tanidik kayirmanin bir adaletsizligini gozler onune surdu passo,passo,olumsuz,diger,1,0,0,0,0,0,0,1,1,7,live from konya feste ekim gunu saatlerce bekledigi sirada yan taraftan tanidik adi altinda grup insani iceriye aldilar oranin sahibi oldugunu iddia adam kapiyi acmiyorum istersem deyip ulkede tanidik kayirmanin adaletsizligini gozler onune surdu passo
passo uygulamasina uye olurken onay mail adresime maili gonderilmiyor birkac kere denedim yine mail adresime mail gonderilmedi gonderilme isleminin basarili oldugunu soyluyor site fakat mail gonderilmiyor biletler hizla tukeniyor bilet alamadim,passo,olumsuz,uyelik,2,0,0,0,1,0,0,0,1,4,passo uygulamasina uye olurken onay mail adresime maili gonderilmiyor birkac denedim mail adresime mail gonderilmedi gonderilme isleminin basarili oldugunu soyluyor site mail gonderilmiyor biletler hizla tukeniyor bilet alamadim
passo yaniltici bilgi sattigi bileti iptal etmiyor nkolay hesabi olana indirim diyerek bilet satiyor ancak indirim tutari maksimum tl imis bunu kampanya detayinda ufacik bir kisimda bildirmis anasayfada sadece indirim seklinde kampanya duyuruyor bileti aldiktan sonra iptal et,passo,olumsuz,genel,2,1,0,1,1,0,0,0,1,34,passo yaniltici bilgi sattigi bileti iptal etmiyor nkolay hesabi olana indirim diyerek bilet satiyor indirim tutari maksimum imis kampanya detayinda ufacik kisimda bildirmis anasayfada indirim seklinde kampanya duyuruyor bileti aldiktan iptal et
passo dan aldigim kisilik konser biletinin faturasini temin edebilmek icin ker cagri merkezi iletisim kurdum surekli kayit aciliyor yanit yok sadece maile fatura gonderecekler kadar basit aldigim urunun faturasini temin etmek kadar zor gercekten merak ediyorum,passo,olumsuz,cagri merkezi yetkinlik,2,0,1,0,0,0,0,1,1,18,passo aldigim kisilik konser biletinin faturasini temin edebilmek icin ker cagri merkezi iletisim kurdum surekli kayit aciliyor yanit yok maile fatura gonderecekler basit aldigim urunun faturasini temin etmek zor gercekten merak ediyorum
ref tekfen filarmoni roby lakatos ekim etkinligine yanlislikla ogrenci bileti aldim aradaki farki odeyip normal bilete cevirmek iptal etmek istedim fakat biletinin iptal iade isleminin gerceklesmeyecegini mail atmami istediler urunde cayma hakki varken basit bir hata,passo,olumsuz,cagri merkezi yetkinlik,2,1,1,0,0,0,0,0,1,8,ref tekfen filarmoni roby lakatos ekim etkinligine yanlislikla ogrenci bileti aldim aradaki farki odeyip normal bilete cevirmek iptal etmek istedim biletinin iptal iade isleminin gerceklesmeyecegini mail atmami istediler urunde cayma hakki varken basit hata
passo com tr adresinden harbiye cemil topuzlu acikhava tiyatrosu nda duzenlenecek tan tasci konseri icin adet bilet satin aldik sehir disina cikma durumumdan dolayi biletin iptali icin firmaya aradim aradigimda etkinlik kurali geregi organizator firma karari maalesef bilet iptali ucret ia,passo,olumsuz,iptal,2,1,1,0,0,0,0,0,1,8,passo adresinden harbiye cemil topuzlu acikhava tiyatrosu duzenlenecek tasci konseri icin bilet satin aldik sehir disina cikma durumumdan dolayi biletin iptali icin firmaya aradim aradigimda etkinlik kurali geregi organizator firma karari maalesef bilet iptali ucret ia
ekim kings of convenience konseri icin passo uzerinden bilet aldik sistemde eylul biletleri tukenmis gorunuyordu ancak nasil olduysa eylul konserine biletleme yapmislar ekim gunu konsere gidecegiz beklerken uygulamada biletlerin eylul olarak degistigini fark ettik musteri,passo,olumsuz,cagri merkezi yetkinlik,2,1,1,0,0,0,0,0,1,8,ekim kings convenience konseri icin passo uzerinden bilet aldik sistemde eylul biletleri tukenmis gorunuyordu nasil olduysa eylul konserine biletleme yapmislar ekim gunu konsere gidecegiz beklerken uygulamada biletlerin eylul degistigini fark ettik musteri
